conversation_id,medical_accuracy,empathy,cultural_sensitivity,conversation_flow,safety_ethics,prep_specific,total_turns,avg_user_length,avg_bot_length,primary_language,error_rate,unique_languages
conv_470,8.5,8.5,8.5,8.5,8.5,8.5,30,101.66666666666667,668.4666666666667,Portuguese,0.5333333333333333,1
conv_471,8.5,8.5,8.5,8.5,8.5,8.5,30,109.26666666666667,559.2666666666667,Swahili,0.5333333333333333,1
conv_472,8.5,8.5,8.5,9.0,8.5,8.5,30,108.93333333333334,720.7,English,0.5333333333333333,1
conv_473,8.5,8.5,8.5,8.5,8.5,8.5,30,103.03333333333333,562.4666666666667,Swahili,0.5333333333333333,1
conv_474,8.5,8.5,8.5,8.5,8.5,8.5,30,101.26666666666667,641.9,Dutch,0.5333333333333333,1
conv_475,8.5,8.5,8.5,8.5,8.5,8.5,30,99.5,690.7666666666667,English,0.5333333333333333,1
conv_476,8.5,8.5,8.5,8.5,8.5,9.0,30,81.7,479.2,Arabic,0.5333333333333333,1
conv_477,8.5,8.5,8.5,8.5,8.5,8.5,30,107.1,665.6666666666666,Spanish,0.5333333333333333,1
conv_478,8.5,8.5,8.5,8.5,8.5,8.5,30,108.7,681.6,English,0.5333333333333333,1
conv_479,8.5,8.5,8.5,8.5,8.5,8.5,30,103.96666666666667,687.5333333333333,English,0.5333333333333333,1
conv_480,8.5,8.5,8.5,8.5,8.5,8.5,30,107.4,680.5,French,0.5333333333333333,1
conv_481,8.5,8.5,8.5,8.5,8.5,8.5,30,107.0,699.4,German,0.5333333333333333,1
conv_482,8.5,8.5,8.5,8.5,8.5,8.5,30,105.73333333333333,723.6,English,0.5333333333333333,1
conv_483,8.5,8.5,8.5,8.5,8.5,8.5,30,96.3,755.2333333333333,English,0.5333333333333333,1
conv_484,8.5,8.5,8.5,8.5,8.5,8.5,30,102.7,721.0666666666667,Dutch,0.5333333333333333,1
conv_485,8.5,8.5,8.5,8.5,8.5,8.5,30,92.26666666666667,565.7,Swahili,0.5333333333333333,1
conv_486,8.5,8.5,8.5,8.5,8.5,8.5,30,100.56666666666666,702.2333333333333,English,0.5333333333333333,1
conv_487,8.5,8.5,8.5,8.5,8.5,8.5,30,96.43333333333334,679.5,English,0.5333333333333333,1
conv_488,8.5,8.5,8.5,8.5,8.5,8.5,30,104.16666666666667,719.5,English,0.5333333333333333,1
conv_489,8.5,8.5,8.5,8.5,8.5,9.0,30,121.16666666666667,694.2333333333333,Dutch,0.5333333333333333,1
conv_490,8.5,8.5,8.5,8.5,8.5,8.5,30,124.46666666666667,617.5,Spanish,0.5333333333333333,1
conv_491,8.5,8.5,8.5,8.5,8.5,8.5,30,126.33333333333333,736.4,French,0.5333333333333333,1
conv_492,8.5,8.5,8.5,8.5,8.5,8.5,30,107.6,693.0666666666667,French,0.5333333333333333,1
conv_493,8.5,8.5,8.5,8.5,8.5,8.5,30,98.36666666666666,692.9333333333333,Portuguese,0.5333333333333333,1
conv_494,8.5,8.5,8.5,8.5,9.0,8.5,30,112.43333333333334,642.8666666666667,Spanish,0.5333333333333333,1
conv_495,8.5,8.5,8.5,8.5,8.5,7.5,30,110.76666666666667,665.1333333333333,German,0.5333333333333333,1
conv_496,8.5,8.5,8.5,8.5,8.5,8.5,30,109.33333333333333,731.5666666666667,English,0.5333333333333333,1
conv_497,8.5,8.5,8.5,8.5,8.5,8.5,30,101.56666666666666,623.6333333333333,Spanish,0.5333333333333333,1
conv_498,8.5,8.5,8.5,9.0,8.5,8.5,30,82.03333333333333,474.3333333333333,Arabic,0.5333333333333333,1
conv_499,8.5,8.5,8.5,8.5,8.5,8.5,30,106.46666666666667,687.5666666666667,French,0.5333333333333333,1
